graph,component,component
openstack-refstack-xenial-ocata-0.yml,cs:ntp,cs:~openstack-charmers-next/neutron
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers/ceilometer,cs:~openstack-charmers/keystone
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/nova
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers,cs:mongodb
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers/aodh,cs:~openstack-charmers/keystone
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers-next/swift,cs:~openstack-charmers
openstack-refstack-xenial-ocata-0.yml,cs:~openstack-charmers-next/swift/swift-proxy,cs:~openstack-charmers-next/swift/swift-storage
slurm-hpc-min-1.yml,cs:~omnivector/slurm/slurm-controller,cs:~omnivector/slurm/slurm-node
foundation-bundle-1.yml,cs:xenial/aodh,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/aodh,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/aodh,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/ceph/ceph-osd,cs:xenial/ceph/ceph-mon
foundation-bundle-1.yml,cs:xenial/ceph/ceph-radosgw,cs:xenial/ceph/ceph-mon
foundation-bundle-1.yml,cs:xenial/keystone,cs:xenial/ceph
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/ntp
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/ntp
foundation-bundle-1.yml,cs:xenial/ceph,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/percona,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/keystone,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/openstack,cs:xenial/hacluster
foundation-bundle-1.yml,cs:xenial/keystone,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/mongodb
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/ceph
foundation-bundle-1.yml,cs:xenial/cinder/cinder-ceph,cs:xenial/cinder/cinder
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/designate/designate,cs:xenial/designate/designate-bind
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/ceph
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/heat,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/heat,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/heat,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/glance
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/nova-cloud
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/neutron/neutron-gateway,cs:xenial/neutron/neutron-api
foundation-bundle-1.yml,cs:xenial/neutron/neutron-openvswitch,cs:xenial/neutron/neutron-api
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/ceph
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/cinder
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/glance
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/designate
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/neutron
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/nova-cloud
foundation-bundle-1.yml,cs:xenial/openstack,cs:xenial/keystone
foundation-bundle-1.yml,cs:xenial/openstack,cs:xenial/percona
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/nova
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/glance
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/cinder
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/designate
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/heat
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/neutron
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/nova-cloud
foundation-bundle-1.yml,cs:xenial/ceilometer/ceilometer-agent,cs:xenial/ceilometer/ceilometer
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/nova,cs:telegraf
foundation-bundle-1.yml,cs:xenial/nova,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/neutron,cs:telegraf
foundation-bundle-1.yml,cs:xenial/neutron,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/ceph,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/ceph,cs:telegraf
foundation-bundle-1.yml,cs:xenial/ceph,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/ceph,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/cinder,cs:telegraf
foundation-bundle-1.yml,cs:xenial/cinder,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/cinder
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/glance,cs:telegraf
foundation-bundle-1.yml,cs:xenial/glance,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/keystone,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/keystone,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/keystone,cs:telegraf
foundation-bundle-1.yml,cs:xenial/keystone,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/mongodb,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/mongodb,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/mongodb,cs:telegraf
foundation-bundle-1.yml,cs:xenial/mongodb,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/percona,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/percona,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/percona,cs:telegraf
foundation-bundle-1.yml,cs:xenial/percona,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:telegraf
foundation-bundle-1.yml,cs:xenial/nova-cloud,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/openstack,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/openstack,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/openstack,cs:telegraf
foundation-bundle-1.yml,cs:xenial/openstack,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/rabbitmq,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/rabbitmq,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/rabbitmq,cs:telegraf
foundation-bundle-1.yml,cs:xenial/rabbitmq,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/heat,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/heat,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/heat,cs:telegraf
foundation-bundle-1.yml,cs:xenial/heat,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/designate,cs:telegraf
foundation-bundle-1.yml,cs:xenial/designate,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:telegraf
foundation-bundle-1.yml,cs:xenial/ceilometer,cs:xenial/landscape
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:xenial/filebeat
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:xenial/nrpe
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:telegraf
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/postgresql,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/postgresql,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/postgresql,cs:telegraf
foundation-bundle-1.yml,cs:xenial/postgresql,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/haproxy,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/haproxy,cs:xenial/nrpe
foundation-bundle-1.yml,cs:xenial/haproxy,cs:telegraf
foundation-bundle-1.yml,cs:xenial/haproxy,cs:xenial/landscape
foundation-bundle-1.yml,cs:~ivoks/kibana,cs:xenial/filebeat
foundation-bundle-1.yml,cs:~ivoks/kibana,cs:xenial/nrpe
foundation-bundle-1.yml,cs:~ivoks/kibana,cs:telegraf
foundation-bundle-1.yml,cs:~ivoks/kibana,cs:xenial/landscape
foundation-bundle-1.yml,cs:~ivoks/elasticsearch,cs:xenial/filebeat
foundation-bundle-1.yml,cs:~ivoks/elasticsearch,cs:xenial/nrpe
foundation-bundle-1.yml,cs:~ivoks/elasticsearch,cs:telegraf
foundation-bundle-1.yml,cs:~ivoks/elasticsearch,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/nagios,cs:xenial/filebeat
foundation-bundle-1.yml,cs:xenial/nagios,cs:telegraf
foundation-bundle-1.yml,cs:xenial/nagios,cs:xenial/landscape
foundation-bundle-1.yml,cs:~prometheus,cs:xenial/filebeat
foundation-bundle-1.yml,cs:~prometheus,cs:xenial/nrpe
foundation-bundle-1.yml,cs:~prometheus,cs:telegraf
foundation-bundle-1.yml,cs:~prometheus,cs:xenial/landscape
foundation-bundle-1.yml,cs:xenial/nagios,cs:xenial/nrpe
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:xenial/rabbitmq
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:xenial/haproxy
foundation-bundle-1.yml,cs:~alai/xenial/landscape,cs:xenial/postgresql
foundation-bundle-1.yml,cs:~ivoks/elasticsearch,cs:~ivoks/kibana
foundation-bundle-1.yml,cs:~prometheus/prometheus,cs:~prometheus/grafana
apache-hdfs-spark-standalone-7.yml,cs:~bigdata-dev/trusty/apache-hadoop-compute-slave,cs:~bigdata-dev/trusty/apache-hadoop-hdfs-master
apache-hdfs-spark-standalone-7.yml,cs:~bigdata-dev/trusty/apache-hadoop-plugin,cs:~bigdata-dev/trusty/apache-hadoop-hdfs-master
apache-hdfs-spark-standalone-7.yml,cs:~bigdata-dev/trusty/apache-spark,cs:~bigdata-dev/trusty/apache-hadoop-plugin
apache-hdfs-spark-standalone-7.yml,cs:~marcoceppi/trusty/benchmark-gui,cs:~bigdata-dev/trusty/apache-hadoop-plugin
apache-hdfs-spark-standalone-7.yml,cs:~marcoceppi/trusty/benchmark-gui,cs:~bigdata-dev/trusty/apache-spark
ceph-0.yml,cs:ntp,cs:~chris.sanders/ceph-osd
ceph-0.yml,cs:~chris.sanders/ceph-mon,cs:~chris.sanders/ceph-osd
ceph-0.yml,cs:~chris.sanders/ceph-fs,cs:~chris.sanders/ceph-mon
mongodb-cluster-7.yml,cs:precise/mongodb/mongos,cs:precise/mongodb/shard3
mongodb-cluster-7.yml,cs:precise/mongodb/mongos,cs:precise/mongodb/configsvr
mongodb-cluster-7.yml,cs:precise/mongodb/mongos,cs:precise/mongodb/shard1
mongodb-cluster-7.yml,cs:precise/mongodb/mongos,cs:precise/mongodb/shard2
abot-oai-epc-bundle-0.yml,cs:mysql,cs:~aisrael/trusty/oai
abot-oai-epc-bundle-0.yml,cs:~aisrael/trusty/oai/oai-hss,cs:~aisrael/trusty/oai/oai-epc
abot-oai-epc-bundle-0.yml,cs:~aisrael/trusty/oai,cs:~aisrael/xenial/abot-epc
observable-swarm-2.yml,cs:trusty/kibana,cs:trusty/elasticsearch
observable-swarm-2.yml,cs:trusty/filebeat,cs:trusty/elasticsearch
observable-swarm-2.yml,cs:trusty/topbeat,cs:trusty/elasticsearch
observable-swarm-2.yml,cs:~containers/trusty/swarm,cs:~containers/trusty/consul
observable-swarm-2.yml,cs:trusty/filebeat,cs:~containers/trusty/consul
observable-swarm-2.yml,cs:trusty/filebeat,cs:~containers/trusty/swarm
observable-swarm-2.yml,cs:trusty/topbeat,cs:~containers/trusty/consul
observable-swarm-2.yml,cs:trusty/topbeat,cs:~containers/trusty/swarm
java-devenv-2.yml,cs:openjdk,cs:~kos.tsakalozos/ubuntu-devenv
large-ghost-1.yml,cs:trusty/nagios,cs:trusty/nrpe
large-ghost-1.yml,cs:trusty/nrpe,cs:trusty/squid-reverseproxy
large-ghost-1.yml,cs:trusty/nrpe,cs:precise/ghost
large-ghost-1.yml,cs:trusty/nrpe,cs:trusty/haproxy
large-ghost-1.yml,cs:trusty/nrpe,cs:trusty/mysql
large-ghost-1.yml,cs:trusty/squid-reverseproxy,cs:trusty/haproxy
large-ghost-1.yml,cs:trusty/haproxy,cs:precise/ghost
large-ghost-1.yml,cs:precise/ghost,cs:trusty/mysql
openstack-base-mixed-0.yml,cs:nova-compute,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:neutron-gateway,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:keystone,cs:percona-cluster
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:keystone
openstack-base-mixed-0.yml,cs:glance,cs:keystone
openstack-base-mixed-0.yml,cs:neutron-api,cs:keystone
openstack-base-mixed-0.yml,cs:neutron-openvswitch,cs:neutron-api
openstack-base-mixed-0.yml,cs:neutron-api,cs:percona-cluster
openstack-base-mixed-0.yml,cs:neutron-api,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:neutron-gateway,cs:neutron-api
openstack-base-mixed-0.yml,cs:glance,cs:percona-cluster
openstack-base-mixed-0.yml,cs:glance,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:glance
openstack-base-mixed-0.yml,cs:nova-compute,cs:glance
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:nova-compute
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:neutron-gateway
openstack-base-mixed-0.yml,cs:nova-compute,cs:neutron-openvswitch
openstack-base-mixed-0.yml,cs:neutron-openvswitch,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:openstack-dashboard,cs:keystone
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:percona-cluster
openstack-base-mixed-0.yml,cs:nova-cloud-controller,cs:neutron-api
openstack-base-mixed-0.yml,cs:cinder,cs:glance
openstack-base-mixed-0.yml,cs:cinder,cs:rabbitmq-server
openstack-base-mixed-0.yml,cs:cinder,cs:keystone
openstack-base-mixed-0.yml,cs:cinder,cs:nova-cloud-controller
openstack-base-mixed-0.yml,cs:cinder-ceph,cs:cinder
openstack-base-mixed-0.yml,cs:ceph-mon,cs:nova-compute
openstack-base-mixed-0.yml,cs:cinder,cs:percona-cluster
openstack-base-mixed-0.yml,cs:ceph-mon,cs:cinder-ceph
openstack-base-mixed-0.yml,cs:ceph-mon,cs:glance
openstack-base-mixed-0.yml,cs:ceph-osd,cs:ceph-mon
openstack-base-mixed-0.yml,cs:ntp,cs:nova-compute
openstack-base-mixed-0.yml,cs:ntp,cs:neutron-gateway
openstack-base-mixed-0.yml,cs:ceph-radosgw,cs:ceph-mon
openstack-base-mixed-0.yml,cs:ceph-radosgw,cs:keystone
hdp-hadoop-cluster-5.yml,cs:trusty/hdp-hadoop/yarn-hdfs-master,cs:trusty/hdp-hadoop/compute-node
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova,cs:~openstack-charmers-next/xenial/rabbitmq
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/rabbitmq
openstack-base-spaces-2.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/percona
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers
openstack-base-spaces-2.yml,cs:~openstack-charmers/glance,cs:~openstack-charmers/keystone
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/neutron/neutron-openvswitch,cs:~openstack-charmers-next/xenial/neutron/neutron-api
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/percona
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/neutron/neutron-gateway,cs:~openstack-charmers-next/xenial/neutron/neutron-api
openstack-base-spaces-2.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/rabbitmq
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova,cs:~openstack-charmers
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/nova
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/rabbitmq
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/neutron
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova,cs:~openstack-charmers-next/xenial/neutron
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/openstack,cs:~openstack-charmers
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/percona
openstack-base-spaces-2.yml,cs:~openstack-charmers/cinder,cs:~openstack-charmers/glance
openstack-base-spaces-2.yml,cs:~openstack-charmers/cinder,cs:~openstack-charmers/keystone
openstack-base-spaces-2.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/nova-cloud
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/ceph,cs:~openstack-charmers-next/xenial/nova
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/nova,cs:~openstack-charmers-next/xenial/cinder
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/ceph,cs:~openstack-charmers-next/xenial/cinder
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/ceph,cs:~openstack-charmers
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/ceph/ceph-osd,cs:~openstack-charmers-next/xenial/ceph/ceph-mon
openstack-base-spaces-2.yml,cs:ntp,cs:~openstack-charmers-next/xenial/nova
openstack-base-spaces-2.yml,cs:ntp,cs:~openstack-charmers-next/xenial/neutron
openstack-base-spaces-2.yml,cs:~openstack-charmers-next/xenial/ceph/ceph-radosgw,cs:~openstack-charmers-next/xenial/ceph/ceph-mon
ciaas-calico-0.yml,cs:xenial/keystone,cs:xenial/percona
ciaas-calico-0.yml,cs:xenial/nova-cloud,cs:xenial/glance
ciaas-calico-0.yml,cs:xenial/nova-cloud,cs:xenial/keystone
ciaas-calico-0.yml,cs:xenial/nova-cloud,cs:xenial/percona
ciaas-calico-0.yml,cs:xenial/nova-cloud,cs:xenial/rabbitmq
ciaas-calico-0.yml,cs:xenial/glance,cs:xenial/keystone
ciaas-calico-0.yml,cs:xenial/glance,cs:xenial/percona
ciaas-calico-0.yml,cs:xenial/cinder,cs:xenial/keystone
ciaas-calico-0.yml,cs:xenial/cinder,cs:xenial/nova-cloud
ciaas-calico-0.yml,cs:xenial/cinder,cs:xenial/percona
ciaas-calico-0.yml,cs:xenial/cinder,cs:xenial/rabbitmq
ciaas-calico-0.yml,cs:xenial/cinder,cs:xenial/glance
ciaas-calico-0.yml,cs:xenial/openstack,cs:xenial/keystone
ciaas-calico-0.yml,cs:xenial/nova,cs:xenial/rabbitmq
ciaas-calico-0.yml,cs:xenial/nova,cs:xenial/nova-cloud
ciaas-calico-0.yml,cs:xenial/nova,cs:xenial/glance
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-calico,cs:~project-calico/xenial/neutron-api
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-calico,cs:xenial/nova
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-api,cs:xenial/nova-cloud
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-calico,cs:~project-calico/xenial/bird
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-calico,cs:etcd
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-api,cs:etcd
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-calico,cs:xenial/rabbitmq
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-api,cs:xenial/percona
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-api,cs:xenial/rabbitmq
ciaas-calico-0.yml,cs:~project-calico/xenial/neutron-api,cs:xenial/keystone
ciaas-calico-0.yml,cs:xenial/ceph,cs:xenial/glance
ciaas-calico-0.yml,cs:xenial/ceph,cs:xenial/nova
ciaas-calico-0.yml,cs:xenial/ceph/ceph-osd,cs:xenial/ceph/ceph-mon
ciaas-calico-0.yml,cs:xenial/ceph,cs:xenial/cinder
hadoop-7.yml,cs:precise/hive,cs:precise/hadoop
hadoop-7.yml,cs:precise/hive,cs:precise/mysql
hadoop-7.yml,cs:precise/hadoop/hadoop-slavecluster,cs:precise/hadoop/hadoop-master
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-hadoop-namenode,cs:~bigdata-dev/trusty/apache-hadoop-slave
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-hadoop-resourcemanager,cs:~bigdata-dev/trusty/apache-hadoop-slave
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-hadoop-resourcemanager,cs:~bigdata-dev/trusty/apache-hadoop-namenode
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-hadoop-plugin,cs:~bigdata-dev/trusty/apache-hadoop-namenode
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-hadoop-plugin,cs:~bigdata-dev/trusty/apache-hadoop-resourcemanager
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-spark,cs:~bigdata-dev/trusty/apache-hadoop-plugin
apache-hadoop-spark-zeppelin-29.yml,cs:~bigdata-dev/trusty/apache-zeppelin,cs:~bigdata-dev/trusty/apache-spark
openstack-lxd-3.yml,cs:nova-compute,cs:rabbitmq-server
openstack-lxd-3.yml,cs:neutron-gateway,cs:rabbitmq-server
openstack-lxd-3.yml,cs:keystone,cs:percona-cluster
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:keystone
openstack-lxd-3.yml,cs:glance,cs:keystone
openstack-lxd-3.yml,cs:neutron-api,cs:keystone
openstack-lxd-3.yml,cs:neutron-openvswitch,cs:neutron-api
openstack-lxd-3.yml,cs:neutron-api,cs:percona-cluster
openstack-lxd-3.yml,cs:neutron-api,cs:rabbitmq-server
openstack-lxd-3.yml,cs:neutron-gateway,cs:neutron-api
openstack-lxd-3.yml,cs:glance,cs:percona-cluster
openstack-lxd-3.yml,cs:glance,cs:rabbitmq-server
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:glance
openstack-lxd-3.yml,cs:nova-compute,cs:glance
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:nova-compute
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:rabbitmq-server
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:neutron-gateway
openstack-lxd-3.yml,cs:nova-compute,cs:neutron-openvswitch
openstack-lxd-3.yml,cs:neutron-openvswitch,cs:rabbitmq-server
openstack-lxd-3.yml,cs:openstack-dashboard,cs:keystone
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:percona-cluster
openstack-lxd-3.yml,cs:nova-cloud-controller,cs:neutron-api
openstack-lxd-3.yml,cs:ceph-mon,cs:nova-compute
openstack-lxd-3.yml,cs:ceph-mon,cs:glance
openstack-lxd-3.yml,cs:ceph-osd,cs:ceph-mon
openstack-lxd-3.yml,cs:ntp,cs:nova-compute
openstack-lxd-3.yml,cs:ntp,cs:neutron-gateway
openstack-lxd-3.yml,cs:ceph-radosgw,cs:ceph-mon
openstack-lxd-3.yml,cs:ceph-radosgw,cs:keystone
openstack-lxd-3.yml,cs:nova-compute,cs:lxd
transcode-cluster-cloud-5.yml,cs:precise/nfs,transcode
transcode-cluster-cloud-5.yml,cs:precise/ganglia,cs:precise/ganglia-node
transcode-cluster-cloud-5.yml,cs:precise/ganglia-node,transcode
transcode-cluster-cloud-5.yml,cs:precise/ganglia-node,cs:precise/nfs
canonical-kubernetes-218.yml,cs:~containers/kubernetes-master,cs:~containers/kubeapi-load-balancer
canonical-kubernetes-218.yml,cs:~containers/kubernetes-master,cs:~containers/kubernetes-worker
canonical-kubernetes-218.yml,cs:~containers/kubernetes-master,cs:~containers/easyrsa
canonical-kubernetes-218.yml,cs:~containers/etcd,cs:~containers/easyrsa
canonical-kubernetes-218.yml,cs:~containers/kubernetes-master,cs:~containers/etcd
canonical-kubernetes-218.yml,cs:~containers/kubernetes-worker,cs:~containers/easyrsa
canonical-kubernetes-218.yml,cs:~containers/kubernetes-worker,cs:~containers/kubeapi-load-balancer
canonical-kubernetes-218.yml,cs:~containers/kubeapi-load-balancer,cs:~containers/easyrsa
canonical-kubernetes-218.yml,cs:~containers/flannel,cs:~containers/etcd
canonical-kubernetes-218.yml,cs:~containers/flannel,cs:~containers/kubernetes-master
canonical-kubernetes-218.yml,cs:~containers/flannel,cs:~containers/kubernetes-worker
drill-hadoop-2.yml,cs:~bigdata-dev/xenial/rsyslog,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha
drill-hadoop-2.yml,cs:ganglia,cs:ganglia-node
