graph,component,component,distance
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/percona-cluster,0
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/keystone,1
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/neutron-api,1
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/glance,1
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/nova-cloud-controller,1
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/cinder,1
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/openstack-dashboard,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/ceph-radosgw,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/neutron-openvswitch,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/rabbitmq-server,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/neutron-gateway,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/nova-compute,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/ceph,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/cinder-ceph,2
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/ntp,3
openstack-base-36.yml,cs:trusty/percona-cluster,cs:trusty/ceph-osd,3
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/nova-cloud-controller,0
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/keystone,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/glance,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/nova-compute,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/rabbitmq-server,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/neutron-gateway,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/percona-cluster,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/neutron-api,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/cinder,1
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/openstack-dashboard,2
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/ceph-radosgw,2
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/ceph,2
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/neutron-openvswitch,2
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/ntp,2
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/cinder-ceph,2
openstack-base-36.yml,cs:trusty/nova-cloud-controller,cs:trusty/ceph-osd,3
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/nova-compute,0
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/rabbitmq-server,1
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/glance,1
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/nova-cloud-controller,1
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/neutron-openvswitch,1
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/ceph,1
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/ntp,1
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/neutron-gateway,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/neutron-api,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/cinder,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/keystone,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/percona-cluster,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/cinder-ceph,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/ceph-osd,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/ceph-radosgw,2
openstack-base-36.yml,cs:trusty/nova-compute,cs:trusty/openstack-dashboard,3
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/neutron-api,0
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/keystone,1
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/neutron-openvswitch,1
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/percona-cluster,1
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/rabbitmq-server,1
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/neutron-gateway,1
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/nova-cloud-controller,1
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/glance,2
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/openstack-dashboard,2
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/cinder,2
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/ceph-radosgw,2
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/nova-compute,2
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/ntp,2
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/ceph,3
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/cinder-ceph,3
openstack-base-36.yml,cs:trusty/neutron-api,cs:trusty/ceph-osd,4
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/cinder,0
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/glance,1
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/rabbitmq-server,1
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/keystone,1
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/nova-cloud-controller,1
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/cinder-ceph,1
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/percona-cluster,1
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/nova-compute,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/ceph,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/neutron-gateway,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/neutron-api,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/neutron-openvswitch,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/openstack-dashboard,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/ceph-radosgw,2
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/ntp,3
openstack-base-36.yml,cs:trusty/cinder,cs:trusty/ceph-osd,3
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/ceph,0
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/nova-compute,1
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/cinder-ceph,1
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/glance,1
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/ceph-osd,1
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/ceph-radosgw,1
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/rabbitmq-server,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/nova-cloud-controller,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/neutron-openvswitch,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/ntp,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/cinder,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/keystone,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/percona-cluster,2
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/neutron-gateway,3
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/neutron-api,3
openstack-base-36.yml,cs:trusty/ceph,cs:trusty/openstack-dashboard,3
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/neutron-openvswitch,0
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/neutron-api,1
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/nova-compute,1
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/rabbitmq-server,1
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/keystone,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/percona-cluster,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/neutron-gateway,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/nova-cloud-controller,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/glance,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/ceph,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/ntp,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/cinder,2
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/openstack-dashboard,3
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/ceph-radosgw,3
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/cinder-ceph,3
openstack-base-36.yml,cs:trusty/neutron-openvswitch,cs:trusty/ceph-osd,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/hadoop-namenode,0
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/hadoop-resourcemanager,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/hadoop-slave,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/hadoop-plugin,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/zeppelin,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/hadoop-client,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/apache-flume-hdfs,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-namenode,cs:xenial/apache-flume-syslog,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/hadoop-client,0
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/hadoop-plugin,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/hadoop-namenode,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/hadoop-resourcemanager,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/zeppelin,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/apache-flume-hdfs,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/apache-flume-syslog,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-client,cs:xenial/hadoop-slave,3
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/apache-flume-syslog,0
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,1
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/apache-flume-hdfs,1
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/hadoop-client,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/hadoop-plugin,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/hadoop-namenode,3
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/hadoop-resourcemanager,3
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/zeppelin,3
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-syslog,cs:xenial/hadoop-slave,4
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/apache-flume-hdfs,0
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/hadoop-plugin,1
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/apache-flume-syslog,1
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/hadoop-namenode,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/hadoop-resourcemanager,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/zeppelin,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/hadoop-client,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,2
realtime-syslog-analytics-22.yml,cs:xenial/apache-flume-hdfs,cs:xenial/hadoop-slave,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/hadoop-resourcemanager,0
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/hadoop-namenode,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/hadoop-slave,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/hadoop-plugin,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/zeppelin,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/hadoop-client,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/apache-flume-hdfs,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-resourcemanager,cs:xenial/apache-flume-syslog,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/hadoop-slave,0
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/hadoop-namenode,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/hadoop-resourcemanager,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/hadoop-plugin,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/zeppelin,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/hadoop-client,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/apache-flume-hdfs,3
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,4
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-slave,cs:xenial/apache-flume-syslog,4
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/zeppelin,0
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/hadoop-plugin,1
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/hadoop-namenode,2
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/hadoop-resourcemanager,2
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/hadoop-client,2
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/apache-flume-hdfs,2
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/hadoop-slave,3
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,3
realtime-syslog-analytics-22.yml,cs:xenial/zeppelin,cs:xenial/apache-flume-syslog,3
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,0
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/hadoop-client,1
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/apache-flume-syslog,1
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/hadoop-plugin,2
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/apache-flume-hdfs,2
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/hadoop-namenode,3
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/hadoop-resourcemanager,3
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/zeppelin,3
realtime-syslog-analytics-22.yml,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,cs:xenial/hadoop-slave,4
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/hadoop-plugin,0
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/hadoop-namenode,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/hadoop-resourcemanager,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/zeppelin,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/hadoop-client,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/apache-flume-hdfs,1
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/hadoop-slave,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:~bigdata-dev/xenial/rsyslog-forwarder-ha,2
realtime-syslog-analytics-22.yml,cs:xenial/hadoop-plugin,cs:xenial/apache-flume-syslog,2
beats-core-1.yml,cs:~containers/trusty/dockerbeat,cs:~containers/trusty/dockerbeat,0
beats-core-1.yml,cs:~containers/trusty/dockerbeat,cs:trusty/elasticsearch,1
beats-core-1.yml,cs:~containers/trusty/dockerbeat,cs:trusty/kibana,2
beats-core-1.yml,cs:~containers/trusty/dockerbeat,cs:trusty/filebeat,2
beats-core-1.yml,cs:~containers/trusty/dockerbeat,cs:trusty/topbeat,2
beats-core-1.yml,cs:~containers/trusty/dockerbeat,cs:~containers/trusty/packetbeat,2
beats-core-1.yml,cs:trusty/topbeat,cs:trusty/topbeat,0
beats-core-1.yml,cs:trusty/topbeat,cs:trusty/elasticsearch,1
beats-core-1.yml,cs:trusty/topbeat,cs:trusty/kibana,2
beats-core-1.yml,cs:trusty/topbeat,cs:trusty/filebeat,2
beats-core-1.yml,cs:trusty/topbeat,cs:~containers/trusty/dockerbeat,2
beats-core-1.yml,cs:trusty/topbeat,cs:~containers/trusty/packetbeat,2
beats-core-1.yml,cs:trusty/elasticsearch,cs:trusty/elasticsearch,0
beats-core-1.yml,cs:trusty/elasticsearch,cs:trusty/kibana,1
beats-core-1.yml,cs:trusty/elasticsearch,cs:trusty/filebeat,1
beats-core-1.yml,cs:trusty/elasticsearch,cs:trusty/topbeat,1
beats-core-1.yml,cs:trusty/elasticsearch,cs:~containers/trusty/dockerbeat,1
beats-core-1.yml,cs:trusty/elasticsearch,cs:~containers/trusty/packetbeat,1
beats-core-1.yml,cs:trusty/filebeat,cs:trusty/filebeat,0
beats-core-1.yml,cs:trusty/filebeat,cs:trusty/elasticsearch,1
beats-core-1.yml,cs:trusty/filebeat,cs:trusty/kibana,2
beats-core-1.yml,cs:trusty/filebeat,cs:trusty/topbeat,2
beats-core-1.yml,cs:trusty/filebeat,cs:~containers/trusty/dockerbeat,2
beats-core-1.yml,cs:trusty/filebeat,cs:~containers/trusty/packetbeat,2
beats-core-1.yml,cs:trusty/kibana,cs:trusty/kibana,0
beats-core-1.yml,cs:trusty/kibana,cs:trusty/elasticsearch,1
beats-core-1.yml,cs:trusty/kibana,cs:trusty/filebeat,2
beats-core-1.yml,cs:trusty/kibana,cs:trusty/topbeat,2
beats-core-1.yml,cs:trusty/kibana,cs:~containers/trusty/dockerbeat,2
beats-core-1.yml,cs:trusty/kibana,cs:~containers/trusty/packetbeat,2
beats-core-1.yml,cs:~containers/trusty/packetbeat,cs:~containers/trusty/packetbeat,0
beats-core-1.yml,cs:~containers/trusty/packetbeat,cs:trusty/elasticsearch,1
beats-core-1.yml,cs:~containers/trusty/packetbeat,cs:trusty/kibana,2
beats-core-1.yml,cs:~containers/trusty/packetbeat,cs:trusty/filebeat,2
beats-core-1.yml,cs:~containers/trusty/packetbeat,cs:trusty/topbeat,2
beats-core-1.yml,cs:~containers/trusty/packetbeat,cs:~containers/trusty/dockerbeat,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/cinder,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/nova,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/ceph,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/percona,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/nova-cloud,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/neutron,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/rabbitmq,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:~openstack-charmers-next/xenial/openstack,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/cinder,cs:ntp,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/percona,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/neutron,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/nova-cloud,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/rabbitmq,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/nova,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/openstack,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/cinder,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:~openstack-charmers-next/xenial/ceph,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/percona,cs:ntp,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/neutron,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/rabbitmq,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/percona,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/nova-cloud,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/nova,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:ntp,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/openstack,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/cinder,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/neutron,cs:~openstack-charmers-next/xenial/ceph,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers/keystone,cs:~openstack-charmers/keystone,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers/keystone,cs:~openstack-charmers/glance,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers/keystone,cs:~openstack-charmers/cinder,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/nova-cloud,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/nova,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/rabbitmq,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/neutron,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/percona,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/openstack,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/cinder,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:~openstack-charmers-next/xenial/ceph,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/nova-cloud,cs:ntp,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/rabbitmq,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/nova,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/neutron,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/nova-cloud,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/ceph,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/cinder,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:ntp,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/percona,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers-next/xenial/rabbitmq,cs:~openstack-charmers-next/xenial/openstack,2
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers,cs:~openstack-charmers,0
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/percona,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/nova-cloud,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/neutron,1
openstack-base-xenial-ocata-6.yml,cs:~openstack-charmers,cs:~openstack-charmers-next/xenial/rabbitmq,1
