graph,component,component,distance
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/ganglia,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/kibana,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/elasticsearch,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:precise/logstash-indexer,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:precise/mongodb,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/rabbitmq-server,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/mysql,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/memcached,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/terracotta,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:precise/redis-master,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/zend-server,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/tomcat,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:precise/node-app,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:precise/rails,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/haproxy,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:precise/openvpn-as,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/nagios,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/hdp-hive,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/hdp-hadoop,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:~vpalos/trusty/kafka,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/hdp-storm,2
complex-webapp-and-management-bundle-10.yml,cs:trusty/postgresql,cs:trusty/hdp-zookeeper,2
elasticsearch-12.yml,cs:precise/kibana,cs:precise/kibana,0
elasticsearch-12.yml,cs:precise/kibana,cs:trusty/elasticsearch,1
elasticsearch-12.yml,cs:trusty/elasticsearch,cs:trusty/elasticsearch,0
elasticsearch-12.yml,cs:trusty/elasticsearch,cs:precise/kibana,1
cwr-ci-12.yml,cs:xenial/jenkins,cs:xenial/jenkins,0
cwr-ci-12.yml,cs:xenial/jenkins,cs:~juju,1
cwr-ci-12.yml,cs:~juju,cs:~juju,0
cwr-ci-12.yml,cs:~juju,cs:xenial/jenkins,1
needless-complexity-0.yml,cs:~containers/etcd,cs:~containers/etcd,0
needless-complexity-0.yml,cs:~containers/etcd,cs:~containers/kubernetes-master,1
needless-complexity-0.yml,cs:~containers/etcd,cs:~containers/flannel,1
needless-complexity-0.yml,cs:~containers/etcd,cs:xenial/landscape-client,1
needless-complexity-0.yml,cs:~containers/etcd,cs:xenial/ntp,1
needless-complexity-0.yml,cs:~containers/etcd,cs:~containers/kubeapi-load-balancer,2
needless-complexity-0.yml,cs:~containers/etcd,cs:filebeat,2
needless-complexity-0.yml,cs:~containers/etcd,cs:~containers/kubernetes-worker,2
needless-complexity-0.yml,cs:~containers/etcd,cs:~containers/easyrsa,2
needless-complexity-0.yml,cs:~containers/etcd,cs:ceph-mon,2
needless-complexity-0.yml,cs:~containers/etcd,cs:neutron-gateway,2
needless-complexity-0.yml,cs:~containers/etcd,cs:glance,2
needless-complexity-0.yml,cs:~containers/etcd,cs:keystone,2
needless-complexity-0.yml,cs:~containers/etcd,cs:ceilometer,2
needless-complexity-0.yml,cs:~containers/etcd,cs:cinder,2
needless-complexity-0.yml,cs:~containers/etcd,cs:aodh,2
needless-complexity-0.yml,cs:~containers/etcd,cs:percona-cluster,2
needless-complexity-0.yml,cs:~containers/etcd,cs:nova-compute,2
needless-complexity-0.yml,cs:~containers/etcd,cs:nova-cloud-controller,2
needless-complexity-0.yml,cs:~containers/etcd,cs:neutron-api,2
needless-complexity-0.yml,cs:~containers/etcd,cs:rabbitmq-server,2
needless-complexity-0.yml,cs:~containers/etcd,cs:openstack-dashboard,2
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/elasticsearch,3
needless-complexity-0.yml,cs:~containers/etcd,cs:topbeat,3
needless-complexity-0.yml,cs:~containers/etcd,cs:cinder-ceph,3
needless-complexity-0.yml,cs:~containers/etcd,cs:ceph-osd,3
needless-complexity-0.yml,cs:~containers/etcd,cs:ceph-radosgw,3
needless-complexity-0.yml,cs:~containers/etcd,cs:ceilometer-agent,3
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/mongodb,3
needless-complexity-0.yml,cs:~containers/etcd,cs:neutron-openvswitch,3
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/kibana,4
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/rsyslog-forwarder-ha,4
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-hadoop-namenode,4
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-hadoop-slave,4
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-hadoop-resourcemanager,4
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-hadoop-plugin,5
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-flume-hdfs,6
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-spark,6
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-flume-syslog,7
needless-complexity-0.yml,cs:~containers/etcd,cs:trusty/apache-zeppelin,7
needless-complexity-0.yml,cs:~containers/flannel,cs:~containers/flannel,0
needless-complexity-0.yml,cs:~containers/flannel,cs:~containers/kubernetes-master,1
needless-complexity-0.yml,cs:~containers/flannel,cs:~containers/kubernetes-worker,1
needless-complexity-0.yml,cs:~containers/flannel,cs:~containers/etcd,1
needless-complexity-0.yml,cs:~containers/flannel,cs:~containers/kubeapi-load-balancer,2
needless-complexity-0.yml,cs:~containers/flannel,cs:filebeat,2
needless-complexity-0.yml,cs:~containers/flannel,cs:~containers/easyrsa,2
needless-complexity-0.yml,cs:~containers/flannel,cs:xenial/landscape-client,2
needless-complexity-0.yml,cs:~containers/flannel,cs:ceph-mon,2
needless-complexity-0.yml,cs:~containers/flannel,cs:xenial/ntp,2
needless-complexity-0.yml,cs:~containers/flannel,cs:topbeat,2
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/elasticsearch,3
needless-complexity-0.yml,cs:~containers/flannel,cs:percona-cluster,3
needless-complexity-0.yml,cs:~containers/flannel,cs:nova-compute,3
needless-complexity-0.yml,cs:~containers/flannel,cs:nova-cloud-controller,3
needless-complexity-0.yml,cs:~containers/flannel,cs:neutron-api,3
needless-complexity-0.yml,cs:~containers/flannel,cs:rabbitmq-server,3
needless-complexity-0.yml,cs:~containers/flannel,cs:aodh,3
needless-complexity-0.yml,cs:~containers/flannel,cs:cinder,3
needless-complexity-0.yml,cs:~containers/flannel,cs:ceilometer,3
needless-complexity-0.yml,cs:~containers/flannel,cs:keystone,3
needless-complexity-0.yml,cs:~containers/flannel,cs:glance,3
needless-complexity-0.yml,cs:~containers/flannel,cs:neutron-gateway,3
needless-complexity-0.yml,cs:~containers/flannel,cs:openstack-dashboard,3
needless-complexity-0.yml,cs:~containers/flannel,cs:cinder-ceph,3
needless-complexity-0.yml,cs:~containers/flannel,cs:ceph-osd,3
needless-complexity-0.yml,cs:~containers/flannel,cs:ceph-radosgw,3
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-hadoop-namenode,3
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-hadoop-slave,3
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-hadoop-resourcemanager,3
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/mongodb,3
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/kibana,4
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/rsyslog-forwarder-ha,4
needless-complexity-0.yml,cs:~containers/flannel,cs:neutron-openvswitch,4
needless-complexity-0.yml,cs:~containers/flannel,cs:ceilometer-agent,4
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-hadoop-plugin,4
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-flume-hdfs,5
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-spark,5
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-flume-syslog,6
needless-complexity-0.yml,cs:~containers/flannel,cs:trusty/apache-zeppelin,6
needless-complexity-0.yml,cs:cinder-ceph,cs:cinder-ceph,0
needless-complexity-0.yml,cs:cinder-ceph,cs:cinder,1
needless-complexity-0.yml,cs:cinder-ceph,cs:ceph-mon,1
needless-complexity-0.yml,cs:cinder-ceph,cs:glance,2
needless-complexity-0.yml,cs:cinder-ceph,cs:rabbitmq-server,2
needless-complexity-0.yml,cs:cinder-ceph,cs:keystone,2
needless-complexity-0.yml,cs:cinder-ceph,cs:nova-cloud-controller,2
needless-complexity-0.yml,cs:cinder-ceph,cs:percona-cluster,2
needless-complexity-0.yml,cs:cinder-ceph,cs:topbeat,2
needless-complexity-0.yml,cs:cinder-ceph,cs:filebeat,2
needless-complexity-0.yml,cs:cinder-ceph,cs:xenial/landscape-client,2
needless-complexity-0.yml,cs:cinder-ceph,cs:nova-compute,2
needless-complexity-0.yml,cs:cinder-ceph,cs:ceph-osd,2
needless-complexity-0.yml,cs:cinder-ceph,cs:ceph-radosgw,2
needless-complexity-0.yml,cs:cinder-ceph,cs:~containers/kubernetes-master,2
needless-complexity-0.yml,cs:cinder-ceph,cs:neutron-gateway,3
needless-complexity-0.yml,cs:cinder-ceph,cs:neutron-api,3
needless-complexity-0.yml,cs:cinder-ceph,cs:neutron-openvswitch,3
needless-complexity-0.yml,cs:cinder-ceph,cs:ceilometer,3
needless-complexity-0.yml,cs:cinder-ceph,cs:aodh,3
needless-complexity-0.yml,cs:cinder-ceph,cs:openstack-dashboard,3
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/elasticsearch,3
needless-complexity-0.yml,cs:cinder-ceph,cs:~containers/kubernetes-worker,3
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-hadoop-namenode,3
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-hadoop-slave,3
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-hadoop-resourcemanager,3
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/mongodb,3
needless-complexity-0.yml,cs:cinder-ceph,cs:~containers/kubeapi-load-balancer,3
needless-complexity-0.yml,cs:cinder-ceph,cs:~containers/etcd,3
needless-complexity-0.yml,cs:cinder-ceph,cs:xenial/ntp,3
needless-complexity-0.yml,cs:cinder-ceph,cs:ceilometer-agent,3
needless-complexity-0.yml,cs:cinder-ceph,cs:~containers/easyrsa,3
needless-complexity-0.yml,cs:cinder-ceph,cs:~containers/flannel,3
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/kibana,4
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/rsyslog-forwarder-ha,4
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-hadoop-plugin,4
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-flume-hdfs,5
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-spark,5
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-flume-syslog,6
needless-complexity-0.yml,cs:cinder-ceph,cs:trusty/apache-zeppelin,6
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-spark,0
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-hadoop-plugin,1
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-zeppelin,1
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-hadoop-namenode,2
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-hadoop-resourcemanager,2
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-flume-hdfs,2
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-hadoop-slave,3
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/rsyslog-forwarder-ha,3
needless-complexity-0.yml,cs:trusty/apache-spark,cs:topbeat,3
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/apache-flume-syslog,3
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/elasticsearch,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:~containers/kubernetes-worker,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:percona-cluster,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:nova-compute,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:nova-cloud-controller,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:neutron-api,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:cinder,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:aodh,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:rabbitmq-server,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:ceilometer,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:keystone,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:glance,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:openstack-dashboard,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:neutron-gateway,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/mongodb,4
needless-complexity-0.yml,cs:trusty/apache-spark,cs:filebeat,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:trusty/kibana,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:~containers/kubernetes-master,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:~containers/easyrsa,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:~containers/flannel,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:~containers/kubeapi-load-balancer,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:xenial/landscape-client,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:xenial/ntp,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:neutron-openvswitch,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:ceph-mon,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:ceilometer-agent,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:cinder-ceph,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:ceph-radosgw,5
needless-complexity-0.yml,cs:trusty/apache-spark,cs:~containers/etcd,6
needless-complexity-0.yml,cs:trusty/apache-spark,cs:ceph-osd,6
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:~containers/kubernetes-master,0
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:~containers/kubeapi-load-balancer,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:filebeat,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:~containers/kubernetes-worker,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:~containers/easyrsa,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:~containers/etcd,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:~containers/flannel,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:xenial/landscape-client,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:ceph-mon,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:xenial/ntp,1
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/elasticsearch,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:percona-cluster,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:nova-compute,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:nova-cloud-controller,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:neutron-api,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:rabbitmq-server,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:aodh,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:cinder,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:ceilometer,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:keystone,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:glance,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:neutron-gateway,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:openstack-dashboard,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:topbeat,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:cinder-ceph,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:ceph-osd,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:ceph-radosgw,2
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/kibana,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/rsyslog-forwarder-ha,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:neutron-openvswitch,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:ceilometer-agent,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/mongodb,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-hadoop-namenode,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-hadoop-slave,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-hadoop-resourcemanager,3
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-hadoop-plugin,4
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-flume-hdfs,5
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-spark,5
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-flume-syslog,6
needless-complexity-0.yml,cs:~containers/kubernetes-master,cs:trusty/apache-zeppelin,6
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:~containers/kubernetes-worker,0
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:filebeat,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:topbeat,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:~containers/kubernetes-master,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:~containers/easyrsa,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:~containers/flannel,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:~containers/kubeapi-load-balancer,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:xenial/landscape-client,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:xenial/ntp,1
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/elasticsearch,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:percona-cluster,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:nova-compute,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:nova-cloud-controller,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:neutron-api,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:rabbitmq-server,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:aodh,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:cinder,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:ceilometer,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:keystone,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:glance,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:neutron-gateway,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:openstack-dashboard,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-hadoop-namenode,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-hadoop-slave,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-hadoop-resourcemanager,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/mongodb,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:~containers/etcd,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:ceph-mon,2
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/kibana,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/rsyslog-forwarder-ha,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:neutron-openvswitch,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:ceilometer-agent,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:cinder-ceph,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:ceph-radosgw,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-hadoop-plugin,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:ceph-osd,3
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-flume-hdfs,4
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-spark,4
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-flume-syslog,5
needless-complexity-0.yml,cs:~containers/kubernetes-worker,cs:trusty/apache-zeppelin,5
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-hadoop-slave,0
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-hadoop-namenode,1
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-hadoop-resourcemanager,1
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:topbeat,1
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-hadoop-plugin,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/rsyslog-forwarder-ha,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/elasticsearch,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:~containers/kubernetes-worker,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:percona-cluster,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:nova-compute,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:nova-cloud-controller,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:neutron-api,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:cinder,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:aodh,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:rabbitmq-server,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:ceilometer,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:keystone,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:glance,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:openstack-dashboard,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:neutron-gateway,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/mongodb,2
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-flume-hdfs,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-spark,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:filebeat,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/kibana,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:~containers/kubernetes-master,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:~containers/easyrsa,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:~containers/flannel,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:~containers/kubeapi-load-balancer,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:xenial/landscape-client,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:xenial/ntp,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:neutron-openvswitch,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:ceph-mon,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:ceilometer-agent,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:cinder-ceph,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:ceph-radosgw,3
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-flume-syslog,4
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:trusty/apache-zeppelin,4
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:~containers/etcd,4
needless-complexity-0.yml,cs:trusty/apache-hadoop-slave,cs:ceph-osd,4
needless-complexity-0.yml,cs:aodh,cs:aodh,0
needless-complexity-0.yml,cs:aodh,cs:percona-cluster,1
needless-complexity-0.yml,cs:aodh,cs:keystone,1
needless-complexity-0.yml,cs:aodh,cs:rabbitmq-server,1
needless-complexity-0.yml,cs:aodh,cs:topbeat,1
needless-complexity-0.yml,cs:aodh,cs:filebeat,1
needless-complexity-0.yml,cs:aodh,cs:xenial/landscape-client,1
needless-complexity-0.yml,cs:aodh,cs:neutron-api,2
needless-complexity-0.yml,cs:aodh,cs:glance,2
needless-complexity-0.yml,cs:aodh,cs:nova-cloud-controller,2
needless-complexity-0.yml,cs:aodh,cs:cinder,2
needless-complexity-0.yml,cs:aodh,cs:openstack-dashboard,2
needless-complexity-0.yml,cs:aodh,cs:ceph-radosgw,2
needless-complexity-0.yml,cs:aodh,cs:ceilometer,2
needless-complexity-0.yml,cs:aodh,cs:nova-compute,2
needless-complexity-0.yml,cs:aodh,cs:neutron-gateway,2
needless-complexity-0.yml,cs:aodh,cs:neutron-openvswitch,2
needless-complexity-0.yml,cs:aodh,cs:trusty/elasticsearch,2
needless-complexity-0.yml,cs:aodh,cs:~containers/kubernetes-worker,2
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-hadoop-namenode,2
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-hadoop-slave,2
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-hadoop-resourcemanager,2
needless-complexity-0.yml,cs:aodh,cs:trusty/mongodb,2
needless-complexity-0.yml,cs:aodh,cs:~containers/kubernetes-master,2
needless-complexity-0.yml,cs:aodh,cs:~containers/kubeapi-load-balancer,2
needless-complexity-0.yml,cs:aodh,cs:~containers/etcd,2
needless-complexity-0.yml,cs:aodh,cs:ceph-mon,3
needless-complexity-0.yml,cs:aodh,cs:cinder-ceph,3
needless-complexity-0.yml,cs:aodh,cs:ceilometer-agent,3
needless-complexity-0.yml,cs:aodh,cs:xenial/ntp,3
needless-complexity-0.yml,cs:aodh,cs:trusty/kibana,3
needless-complexity-0.yml,cs:aodh,cs:trusty/rsyslog-forwarder-ha,3
needless-complexity-0.yml,cs:aodh,cs:~containers/easyrsa,3
needless-complexity-0.yml,cs:aodh,cs:~containers/flannel,3
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-hadoop-plugin,3
needless-complexity-0.yml,cs:aodh,cs:ceph-osd,4
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-flume-hdfs,4
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-spark,4
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-flume-syslog,5
needless-complexity-0.yml,cs:aodh,cs:trusty/apache-zeppelin,5
needless-complexity-0.yml,cs:ceph-osd,cs:ceph-osd,0
needless-complexity-0.yml,cs:ceph-osd,cs:ceph-mon,1
